Report Type	Class	Year	Season	Month	State	County	Nearest Town	Time And Conditions	Date	National Park Visitation Count	Witness Count	Multiple Witnesses	BigFoot Hotspot	Forest cover rate	Number of lakes	Total Disasters	City/Suburb/Town/Rural	Unemployment_rate	Civilian labor force
Report	Class A	2013	Summer	February	Illinois	Massac	Metropolis	11 p.m.	8	431347	7.0	True	FALSE	11.5%	0-250	5.0	Town	9.8	6,401
Report	Class B	2013	Winter	April	Illinois	McDonough	Blandinsville	Almost full moon. It was around 9:15 p.m. It was a clear night.	2	209405	1.0	False	FALSE	11.5%	0-250	5.0	Town	8.3	14,622
Report	Class A	2012	Summer	September	Illinois	McDonough	Colchester	5:00 pm sunny and clear	4	295464	4.0	True	FALSE	11.5%	0-250	3.0	Town	7.7	14,948
Report	Class B	2013	Summer	April	Illinois	McDonough	Colchester	The sighting occurred  during mid afternoon with sunny conditions in a forested area.	26	464074	2.0	False	FALSE	11.5%	0-250	5.0	Town	8.3	14,622
Report	Class A	2006	Fall	June	Illinois	McDonough	Vermont	It was around 4:00 p.m. Slightly windy and cold. It was very sunny and bright.	19	361349	0.0	False	FALSE	11.5%	0-250	4.0	Town	4.0	17,268
Report	Class B	2021	Winter	January	Illinois	McHenry	Wonder Lake	2:55am, dark, some porch and some Christmas lights were on.	10	89964	1.0	False	FALSE	11.5%	0-250	7.0			
Report	Class A	2015	Winter	January	Illinois	McHenry	Lake in the Hills	3:30 a.m. My back light was on and I had a 60 watt bulb in. It was cold but there was no snow on the ground at that time.	25	209405	0.0	False	FALSE	11.5%	0-250	4.0	City	5.5	165,854
Report	Class A	2012	Fall	January	Illinois	McHenry	Algonquin, Illinois	daytime, around 4-5 pm	20	335473	1.0	False	FALSE	11.5%	0-250	3.0	City	9.0	167,661
Report	Class A	2012	Fall	January	Illinois	McHenry	Algonquin, Illinois	daytime, around 4-5 pm	20	335473	1.0	False	FALSE	11.5%	0-250	3.0	City	9.0	167,661
Report	Class A	2013	Fall	February	Illinois	Montgomery	Litchfield	2 a.m. security lights	8	295464	2.0	False	FALSE	11.5%	0-250	5.0	Rural	10.9	12,563
Report	Class B	2012	Fall	December	Illinois	Montgomery	Litchfield	There my sister saw one at 3:30 am in the street light then my nephew saw it a couple days later around dusk.	17	295464	0.0	False	FALSE	11.5%	0-250	3.0	Rural	11.3	13,115
Report	Class A	2005	Fall	January	Illinois	Montgomery	Panama	Evening about one hour before dark.	9		1.0	False	FALSE	11.5%	0-250	1.0	Rural	6.9	13,518
Report	Class A	2010	Summer	November	Illinois	Morgan	Jacksonville		21	388887	0.0	False	FALSE	11.5%	0-250	3.0	Suburb	8.5	18,336
Report	Class A	2010	Summer	November	Illinois	Morgan	Jacksonville	Evening clear.	8	388887	5.0	True	FALSE	11.5%	0-250	3.0	Suburb	8.5	18,336
Report	Class A	2010	Fall	November	Illinois	Morgan	Jacksonville	Clear, about 3:30 in the afternoon.	21	419552	0.0	False	FALSE	11.5%	0-250	3.0	Suburb	8.5	18,336
Report	Class B	2013	Winter	August	Illinois	Morgan	Jacksonville	11-12 pm, snow covered ground but with moonlight...	18	440775	0.0	False	FALSE	11.5%	0-250	5.0	Suburb	7.8	17,328
Report	Class B	2011	Fall	May	Illinois	Moultrie	Atwood	Clear, warm weather.	16	385683	2.0	False	FALSE	11.5%	0-250	9.0	Town	7.6	7,461
Report	Class B	2010	Winter	March	Illinois	Ogle	Dixon	Afternoon, Clear, cool with snow on ground.	5	354125	0.0	False	FALSE	11.5%	0-250	3.0	Suburb	12.5	28,157
Report	Class B	2013	Fall	March	Illinois	Ogle	Oregon	10 p.m.	19		2.0	False	FALSE	11.5%	0-250	5.0	Suburb	9.8	25,747
Report	Class B	2011	Summer	August	Illinois	Peoria		I found print in late morning or early afternoon 11:30 a.m. or 12:30 p.m. Weather was hot and sunny.	28	296214	1.0	False	FALSE	11.5%	0-250	9.0	City	9.3	96,158
Report	Class B	2010	Spring	May	Illinois	Peoria	Princeville	4:00 p.m.	6	354125	1.0	False	FALSE	11.5%	0-250	3.0	City	10.6	95,831
Report	Class A	2010	Fall	October	Illinois	Peoria	Princeville	Just before dusk.	26	358809	3.0	True	FALSE	11.5%	0-250	3.0	City	10.6	95,831
Report	Class B	2007	Fall	April	Illinois	Perry	Pinckneyville	10pm clear night warm enough I didn't need a coat	11		0.0	False	FALSE	11.5%	0-250	1.0	Town	8.4	10,000
Report	Class B	2001	Winter	November	Illinois	Perry	Pinckneyville	Clear, cold.	4		0.0	False	FALSE	11.5%	0-250	1.0	Town	6.4	10,324
Report	Class B	2014	Unknown	December	Illinois	Piatt	Atwood	As described in the report above.	30		1.0	False	FALSE	11.5%	0-250	5.0	City	5.5	8,581
Report	Class A	2008	Fall	August	Illinois	Pike	Detroit	6.20 in the morning. Weather was clear and sunny skies.	5	358809	1.0	False	FALSE	11.5%	0-250	5.0	Rural	5.9	8,527
Report	Class B	2009	Fall	March	Illinois	Pope	Eddyville	The time was approximatly 11 p.m. to 1 a.m. during the first two nights.	26	358809	0.0	False	FALSE	11.5%	0-250	1.0	Rural	10.4	1,896
Report	Class B	2003	Summer	January	Illinois	Pulaski	Mounds	Approx. 10-11pm , very dark woods near my home, stary night, fullmoon, hot and dry. The weather was clear and still, no wind.	30	452894	1.0	False	FALSE	11.5%	0-250	5.0	Rural	9.4	3,003
Report	Class A	2008	Fall	August	Illinois	Pulaski	Karnak	Around 11 PM, clear night.  I don't remember the exact weather, but my windows were down in my car and it was a clear night.	19	385683	0.0	False	FALSE	11.5%	0-250	5.0	Rural	9.4	2,892
Report	Class A	2010	Fall	March	Illinois	Putnam	Hennepin	Afternoon. Sunset. Cold clear. Fresh snow about one to two inches.	3	440775	2.0	False	FALSE	11.5%	0-250	3.0	Suburb	12.1	3,304
Report	Class B	2013	Summer	November	Illinois	Randolph	Prairie du Rocher	About 7:30 - 8 pm	9		1.0	False	FALSE	11.5%	0-250	5.0	Rural	8.4	14,368
Report	Class A	2008	Summer	July	Illinois	Rock Island	it was in Hampton Ill.	9pm clear no wind warm	11		0.0	False	FALSE	11.5%	0-250	5.0	City	5.6	79,192
Report	Class A	2009	Winter	January	Illinois	Saline	Herod	8:45-9:00 PM	27	464074	2.0	False	FALSE	11.5%	0-250	1.0	Town	10.0	12,624
Report	Class B	2006	Summer	May	Illinois	Saline	Mitchellville	Early morning, approximately 5am	31	388887	6.0	True	FALSE	11.5%	0-250	4.0	Town	5.4	12,443
Report	Class B	2005	Fall	November	Illinois	Saline	Harrisburg	5:50 a.m.	19	419552	2.0	False	FALSE	11.5%	0-250	1.0	Town	5.8	12,473
Report	Class B	2005	Fall	November	Illinois	Saline	Harrisburg	5:50 a.m.	19	419552	2.0	False	FALSE	11.5%	0-250	1.0	Town	5.8	12,473
Report	Class A	2017	Fall	September	Illinois	Sangamon	Rochester	5:00am	19	232265	1.0	False	FALSE	11.5%	0-250	6.0	City	4.4	101,842
Report	Class B	2013	Fall	January	Illinois	Sangamon	Springfield	3:15-3:30 PM sunny and a little cool	18	295464	1.0	False	FALSE	11.5%	0-250	5.0	City	7.5	101,749
Report	Class B	2013	Summer	April	Illinois	Sangamon	Springfield	2:00 AM	11	296214	0.0	False	FALSE	11.5%	0-250	5.0	City	7.5	101,749
Report	Class B	2012	Summer	January	Illinois	Sangamon	Glenarm	10:30 p.m. Clear weather	26	296214	2.0	False	FALSE	11.5%	0-250	3.0	City	7.5	104,950
Report	Class B	2011	Summer	June	Illinois	Sangamon	Chatham	6:30 pm sun is setting, weather is clear with a west breeze.	23	296214	1.0	False	FALSE	11.5%	0-250	9.0	City	7.5	107,363
Report	Class B	2011	Spring	November	Illinois	Sangamon	Glenarm		13	296214	2.0	False	FALSE	11.5%	0-250	9.0	City	7.5	107,363
Report	Class B	2011	Spring	June	Illinois	Sangamon	Chatham	The footprint was discovered in mid-afternoon but was presumed to have been left a few days prior.	16	296214	1.0	False	FALSE	11.5%	0-250	9.0	City	7.5	107,363
Report	Class A	2012	Summer	March	Illinois	Sangamon	Riverton	10 a.m.	23	412524	1.0	False	FALSE	11.5%	0-250	3.0	City	7.5	104,950
Report	Class A	2006	Winter	July	Illinois	Sangamon	Dawson	It was late aternoon into evening. The lighting conditions were bright.	18	428202	1.0	False	FALSE	11.5%	0-250	4.0	City	4.2	106,636
Report	Class B	2010	Summer	October	Illinois	Sangamon	Pawnee	Afternoon, sunny with light scattered clouds.	10		2.0	False	FALSE	11.5%	0-250	3.0	City	7.9	106,966
Report	Class A	2010	Fall	November	Illinois	Sangamon	Rochester	Damp & cool	25		4.0	True	FALSE	11.5%	0-250	3.0	City	7.9	106,966
Report	Class B	2012	Fall	February	Illinois	Schuyler	Rushville	It was at daybreak around 0500 Central time. It was calm but cold. I had out deer pee scents and was using a rattle bag as well.	5	354125	1.0	False	FALSE	11.5%	0-250	3.0	Rural	7.9	3,611
Report	Class A	2013	Winter	March	Illinois	Schuyler	Rushville	About 3 am, it was dry out and dark.	18	367968	2.0	False	FALSE	11.5%	0-250	5.0	Rural	8.3	3,472
Report	Class A	2014	Winter	December	Illinois	Shelby	Findlay Illinois	Very calm little to no wind. Overcast but not too cold that day. Happened in late afternoon.	28	218132	2.0	False	FALSE	11.5%	0-250	5.0	Town	6.8	10,158
Report	Class B	2010	Summer	August	Illinois	Shelby		Evening, clear skies, warm.	19	354125	3.0	True	FALSE	11.5%	0-250	3.0	Town	9.8	11,199
Report	Class A	2013	Fall	November	Illinois	Shelby	Stewardson	It was very close to midnight. It was dark with some moonlight. Cool, but clear conditions.	17	408051	2.0	False	FALSE	11.5%	0-250	5.0	Town	8.7	10,302
Report	Class B	2016	Winter	January	Illinois	St. Clair		Day , afternoon sunny, in the 40s	27	239719	8.0	True	FALSE	11.5%	0-250	4.0	City	6.1	127,728
Report	Class B	2016	Spring	January	Illinois	St. Clair		Evening getting dark.. hot just after rain..	27	233299	0.0	False	FALSE	11.5%	0-250	4.0	City	6.1	127,728
Report	Class A	2016	Summer	July	Illinois	St. Clair	Freeburg	5:00 pm, normal weather	19	412524	1.0	False	FALSE	11.5%	0-250	4.0	City	6.1	127,728
Report	Class A	2012	Fall	February	Illinois	St. Clair	Columbia	It was approximately 8 pm in November. My birthday present was a fishing rod. It was the following evening, the 16th.	21	509507	3.0	True	FALSE	11.5%	0-250	3.0	City	9.6	129,815
Report	Class A	2006	Fall	July	Illinois	Stephenson	Pearl City	It was a little foggy and warm, about 50 degrees. The sun was up for about 15 minutes when I seen it walking.	28	383025	0.0	False	FALSE	11.5%	0-250	4.0	Suburb	4.7	25,413
Report	Class A	2016	Winter	October	Illinois	Tazewell	East Peoria	1:00 PM	3		0.0	False	FALSE	11.5%	0-250	4.0	City	6.4	66,050
Report	Class A	2013	Winter	March	Illinois	Tazewell	east peoria	It was around 9:40 am	1	209405	1.0	False	FALSE	11.5%	0-250	5.0	City	8.6	68,998
Report	Class B	2005	Fall	October	Illinois	Tazewell	Pekin	12:30 a.m.	18	419552	3.0	True	FALSE	11.5%	0-250	1.0	City	4.5	69,429
Report	Class A	2015	Fall	December	Illinois	Union	Jonesboro	10 pm dark but clear. I was wearing a 150 lumens headlamp with fresh batteries	2	233299	5.0	True	FALSE	11.5%	0-250	4.0	Town	7.7	7,367
Report	Class A	2018	Fall	February	Illinois	Union	Alto Pass	10 a.m.	17	209405	5.0	True	FALSE	11.5%	0-250	3.0	Town	6.4	7,468
Report	Class A	2017	Fall	July	Illinois	Union	Alto Pass	Very bright light, few clouds the trees had just lost a lot of there leaves and had very good visibility that day even with the little bit of under growth	15	209405	0.0	False	FALSE	11.5%	0-250	6.0	Town	6.4	7,371
Report	Class B	2016	Fall	July	Illinois	Vermilion	Danville	It was around 5pm, and the weather clear but warm . The lighting was almost completely dark	4	233299	1.0	False	FALSE	11.5%	0-250	4.0	City	7.3	35,043
Report	Class B	2006	Fall	September	Illinois	Vermilion	Oakwood	night time about 8-9PM	13	419552	1.0	False	FALSE	11.5%	0-250	4.0	City	5.6	37,712
Report	Class A	2013	Summer	December	Illinois	Wabash	Keensburg	Mid afternoon maybe four, bright and buggy. It was a very heavy rain two days before we went to check on the rivers there for fishing,	5	209405	2.0	False	FALSE	11.5%	0-250	5.0	Rural	7.5	5,635
Report	Class A	2012	Fall	November	Illinois	Wabash	Mount Carmel	Late dark clear moon no clouds and very bright because of the moon.	29	354125	2.0	False	FALSE	11.5%	0-250	3.0	Rural	8.0	5,748
Report	Class A	2014	Summer	December	Illinois	Warren	Galesburg	It was dusk.  It was a clear night. The lighting was such that the sun was down but not dark yet.  Light enough headlights are not illuminating the road but complete darkness will happen soon.	6	218132	2.0	False	FALSE	11.5%	0-250	5.0	Town	5.9	8,732
Report	Class B	2015	Fall	December	Illinois	Washington	Radom	early evening several hours before sunset	27	209405	1.0	False	FALSE	11.5%	0-250	4.0	Rural	3.8	9,371
Report	Class B	2012	Fall	December	Illinois	Washington	Richview	Night time all three times.  I had a spotlight on it with1,000,000 lumens power. Other times with poor lighting I could only see the eyes.	16	354125	0.0	False	FALSE	11.5%	0-250	3.0	Rural	6.4	9,109
Report	Class A	2008	Summer	September	Illinois	Washington	Mount Vernon	9-18 9:30pm	19	335473	1.0	False	FALSE	11.5%	0-250	5.0	Rural	6.1	8,324
Report	Class A	2017	Spring	April	Illinois	Washington	Nashville		13	367968	0.0	False	FALSE	11.5%	0-250	6.0	Rural	3.0	9,572
Report	Class A	2015	Spring	October	Illinois	White	Eldorado	One in middle of night probably summer.	10		0.0	False	FALSE	11.5%	0-250	4.0	Town	5.7	6,941
Report	Class B	2011	Fall	June	Illinois	White	Carmi	11:30 pm approx	5	408051	0.0	False	FALSE	11.5%	0-250	9.0	Town	7.9	7,420
Report	Class A	2014	Fall	March	Illinois	Whiteside	Rock Falls	Overcast, daytime.  Late morning.	22	388887	1.0	False	FALSE	11.5%	0-250	5.0	Suburb	7.0	28,576
Report	Class B	2012	Winter	February	Illinois	Whiteside	Albany	My husband and I saw the prints tuesday, 23rd. mid. morning, clear day.	12	295464	2.0	False	FALSE	11.5%	0-250	3.0	Suburb	8.8	29,369
Report	Class A	2004	Summer	December	Illinois	Whiteside	Rock Falls	Late morning, bright and sunny	16		0.0	False	FALSE	11.5%	0-250	1.0	Suburb	6.2	29,259
Report	Class A	2011	Spring	May	Illinois	Whiteside	Fenton	It was early afternoon, if I remember right. It was a bright, but overcast day, and it rained a few hours after the sighting.	26	367968	1.0	False	FALSE	11.5%	0-250	9.0	Suburb	9.5	29,647
Report	Class B	2005	Winter	October	Illinois	Whiteside	Erie	About 7 p.m. clear night.	28	440775	0.0	False	FALSE	11.5%	0-250	1.0	Suburb	5.6	29,988
Report	Class A	2015	Fall	February	Illinois	Will	Coal City	Clear	8		0.0	False	FALSE	11.5%	0-250	4.0	City	6.3	356,963
Report	Class A	2013	Fall	September	Illinois	Will	Beecher	About 4:15 in the afternoon. It was chilly but nice day. I don't remember if it was cloudy.	17	464074	1.0	False	FALSE	11.5%	0-250	5.0	City	9.9	359,245
Report	Class B	2006	Summer	August	Illinois	Williamson	Marion, Illinois	nighttime around 10:30 pm- it was extremely hot and humid	1	388887	2.0	False	FALSE	11.5%	0-250	4.0	City	4.7	35,551
Report	Class B	2006	Winter	September	Illinois	Williamson	Marion	2am-ish.  Snowing heavily but no wind, snow falling vertically and very cold.	19		4.0	True	FALSE	11.5%	0-250	4.0	City	4.7	35,551
Report	Class C	1968	Summer	August	Illinois	Williamson	Chittyville		10		3.0	True	FALSE	11.5%	0-250				
Report	Class A	2007	Fall	June	Illinois	Winnebago	Rockford, IL	approx.10:00-10:30pm	26	461966	0.0	False	FALSE	11.5%	0-250	1.0	City	6.1	148,651
Report	Class B	2009	Fall	November	Illinois	Woodford	Kappa		9	464074	0.0	False	FALSE	11.5%	0-250	1.0	City	8.3	21,183
Report	Class B	2006	Summer	July	Indiana	Bartholomew	Columbus	Approx. 2:30 AM moon was half full stars out and clear.	6	2190492	0.0	False	FALSE	18.9%	0-250	5.0	City	4.1	38,192
Report	Class A	2002	Spring	June	Indiana	Bartholomew	Columbus	This occured at 1:30 in the morning. Across the street from my house there is one street light for illumination. The moon was very bright that night I do remember. When I saw was outlined by the moons natural light.	5	2010602	4.0	True	FALSE	18.9%	0-250	2.0	City	4.8	35,811
Report	Class B	1999	Winter	January	Indiana	Bartholomew	Columbus		5	2321260	1.0	False	FALSE	18.9%	0-250	3.0			
Report	Class B	1998	Summer	June	Indiana	Blackford	Dunkirk		1	1922707	0.0	False	FALSE	18.9%	0-250	1.0			
Report	Class A	1998	Winter	February	Indiana	Boone			1		2.0	False	FALSE	18.9%	0-250	1.0			
Report	Class A	2020	Spring	June	Indiana	Brown	Nashville	Morning	4	2459906	2.0	False	FALSE	18.9%	0-250	6.0	City	6.7	7,568
Report	Class B	2015	Summer	August	Indiana	Brown	Nashville	Around 1:00am Aug 8th 2015. It was a clear night and around 60 degrees	9	1887762	2.0	False	FALSE	18.9%	0-250	1.0	City	4.8	7,442
Report	Class A	2012	Spring	May	Indiana	Brown	Nashville	heavy rain	1	2148903	1.0	False	FALSE	18.9%	0-250	4.0	City	7.9	7,329
Report	Class A	1998	Winter	April	Indiana	Brown			11	2401204	0.0	False	FALSE	18.9%	0-250	1.0			
Report	Class B	1997	Spring	December	Indiana	Brown			5	1963225	1.0	False	FALSE	18.9%	0-250	0.0			
Report	Class B	1999	Summer	July	Indiana	Clark	Charlestown		8	2401204	0.0	False	FALSE	18.9%	0-250	3.0			
Report	Class B	2005	Summer	January	Indiana	Crawford	Fredricksburg	Arrived late evening about 8:00 p.m. left (drove away)at 10:07 p.m. (it was dark by about 8:50) well after dark. Warm weather.	18	2073250	3.0	True	FALSE	18.9%	0-250	0.0	Rural	7.6	5,424
Report	Class A	2009	Summer	February	Indiana	Dearborn	manchester, in	midnight,  3/4 moon clear night sky, warm weather	9	1891019	5.0	True	FALSE	18.9%	0-250	0.0	City	10.0	26,275
Report	Class B	2008	Summer	April	Indiana	Dearborn	Moores Hill	Day and night	6	1382196	4.0	True	FALSE	18.9%	0-250	7.0	City	5.9	26,348
Report	Class A	2011	Spring	March	Indiana	Decatur	Greensburg	Mid afternoon on a sunny and clear around 3:30 to 4:00	27		1.0	False	FALSE	18.9%	0-250	5.0	Suburb	9.6	13,041
Report	Class B	2008	Spring	May	Indiana	Elkhart	Osceola, Indiana	3:30am early morning	4	2094407	1.0	False	FALSE	18.9%	0-250	7.0	City	8.6	98,188
Report	Class B	2011	Fall	June	Indiana	Floyd	Greenville		7	2395485	1.0	False	FALSE	18.9%	0-250	5.0	City	7.8	37,854
Report	Class A	2000	Fall	September	Indiana	Floyd	Edwardsville	About 12:30 a.m. -cool, moonlight	13	1792103	2.0	False	FALSE	18.9%	0-250	0.0	City	3.4	38,020
Report	Class B	1997	Winter	November	Indiana	Fountain		Aprox: 5:50	24	1836880	1.0	False	FALSE	18.9%	0-250	0.0			
Report	Class B	1999	Winter	June	Indiana	Fountain	Perrysville		26		0.0	False	FALSE	18.9%	0-250	3.0			
Report	Class A	2009	Summer	September	Indiana	Grant	Marion, IN	afternoon...broad daylight	14		1.0	False	FALSE	18.9%	0-250	0.0	Suburb	11.9	33,306
Report	Class A	2003	Summer	March	Indiana	Hamilton	Sheridan	It was late afternoon, about 6 oclock. It was about dusk.	27		1.0	False	FALSE	18.9%	0-250	4.0	City	3.3	121,055
Report	Class A	2005	Summer	February	Indiana	Hamilton	Westfield	1 p.m.	8		1.0	False	FALSE	18.9%	0-250	0.0	City	3.5	130,624
Report	Class B	2002	Spring	July	Indiana	Harrison	Corydon	It was about 1 in the morning, and it had just rained a while ago, but was a clear and starry night at the time	10	2401204	2.0	False	FALSE	18.9%	0-250	2.0	City	4.7	18,723
Report	Class B	2014	Summer	July	Indiana	Harrison	Elizabeth	It was late at night. Can't remember for sure, but was between 11 PM and 1 AM.	27	2010602	1.0	False	FALSE	18.9%	0-250	3.0	City	5.6	19,049
Report	Class A	1997	Summer	November	Indiana	Harrison	Corydon		23	2396118	0.0	False	FALSE	18.9%	0-250	0.0			
Report	Class B	2010	Fall	November	Indiana	Henry	Mooreland	Cool around 35, Very dark in the woods.	3		3.0	True	FALSE	18.9%	0-250	1.0	Suburb	13.5	21,375
Report	Class B	2011	Summer	February	Indiana	Huntington	Mt. Etna	3:00 - 4:00 a.m.	3	2245373	1.0	False	FALSE	18.9%	0-250	5.0	Suburb	9.6	19,190
Report	Class A	2011	Fall	February	Indiana	Huntington	markle	mornning i say between the hours of 5 or 6 am	3	1836880	1.0	False	FALSE	18.9%	0-250	5.0	Suburb	9.6	19,190
Report	Class A	2001	Fall	February	Indiana	Jefferson		Approaching dark, but still light enough to hunt.	8	2041374	1.0	False	FALSE	18.9%	0-250	1.0	Suburb	4.3	16,282
Report	Class A	2001	Summer	October	Indiana	Jennings	North Vernon	It was a full moon, it was about 70 degrees no wind.	10	2010602	3.0	True	FALSE	18.9%	0-250	1.0	Suburb	4.8	14,047
Report	Class B	2001	Winter	February	Indiana	Jennings	North Vernon	about 2am	23	2010602	1.0	False	FALSE	18.9%	0-250	1.0	Suburb	4.8	14,047
Report	Class A	2005	Spring	December	Indiana	Johnson	Nineveh	10 a.m.	10	2245373	1.0	False	FALSE	18.9%	0-250	0.0	City	4.3	69,988
Report	Class A	2004	Spring	October	Indiana	Kosciusko	Milford	Clear	28	2073250	0.0	False	FALSE	18.9%	0-250	1.0	Suburb	4.2	39,781
Report	Class A	2004	Fall	April	Indiana	Kosciusko	North Webster, Indiana	a little after 1:am Saturday morning Oct.11 / clear out with full moon directly overhead	3	2204802	3.0	True	FALSE	18.9%	0-250	1.0	Suburb	4.2	39,781
Report	Class B	2009	Fall	November	Indiana	La Porte	Mill Creek	Between 6pm and 7pm as the last rays of sunlight touched the ground.	29	2094407	1.0	False	FALSE	18.9%	0-250	0.0			
Report	Class A	2001	Fall	March	Indiana	La Porte	Stillwell	It was around 7 -7:30 pm	29	1915037	2.0	False	FALSE	18.9%	0-250	1.0			
Report	Class A	2001	Fall	October	Indiana	Lawrence	east of Bedford In.	Late afternoon It was warm and dry very sunny	20	1344019	2.0	False	FALSE	18.9%	0-250	1.0	Suburb	6.9	23,152
Report	Class A	2018	Summer	August	Indiana	Martin	Loogootee	It starts around 9:30pm and it goes on for hours after. And it's very dark.	22	2011116	3.0	True	FALSE	18.9%	0-250	3.0	Rural	2.7	5,213
Report	Class B	2011	Fall	February	Indiana	Monroe	city- bloomington. monroe county	it was about 5 mins after sunrise.  it was cloudy with a very little wind it was about 35 to 40 degrees there was a small haze over the water no recent rains or storms before the inccedient	15	2230024	2.0	False	FALSE	18.9%	0-250	5.0	City	7.4	67,738
Report	Class B	2009	Spring	March	Indiana	Monroe	Bloomington	between 10PM and 2AM.  Some starlight, low moonlight or cover blocking light.  Weather was cool and clear.	18	2230024	2.0	False	FALSE	18.9%	0-250	0.0	City	6.6	70,999
Report	Class B	2011	Fall	June	Indiana	Monroe	Bloomington, IN	late night/early morning (about 1:00 am). It was a very dark, but clear night. We could not see much beyond our camp. If we did not have a fire you wouldn't be able to see much of anything.	27	2190492	3.0	True	FALSE	18.9%	0-250	5.0	City	7.4	67,738
Report	Class A	2000	Fall	September	Indiana	Monroe	Unionville	It was dark , but the creature was within feet of us. It was cool out, but I don't recall rain.	25		0.0	False	FALSE	18.9%	0-250	0.0	City	2.7	63,730
Report	Class A	2008	Winter	September	Indiana	Monroe	Hindustan	Evening at dusk and the light was dim but not dark but trees were more silhouetted which made the bark hard to see, all one color in other words.	28	2197844	0.0	False	FALSE	18.9%	0-250	7.0	City	4.5	70,082
Report	Class B	2001	Spring	January	Indiana	Monroe	Gosport Ind	around midafternoon bright clear day	25	1382196	3.0	True	FALSE	18.9%	0-250	1.0	City	3.8	64,748
Report	Class A	2007	Fall	October	Indiana	Monroe	Harrodsburg	Mid morning, early afternoon	5	1922707	0.0	False	FALSE	18.9%	0-250	2.0	City	3.8	68,561
Report	Class B	2010	Summer	February	Indiana	Montgomery	Waveland, Indiana	Summer and winter. The rocks were after a pretty nasty flood in June. The howls were 1 am in July. The growl was mid day after a descent snow in Febuary.	10	2230024	2.0	False	FALSE	18.9%	0-250	1.0	Suburb	9.9	18,894
Report	Class B	2014	Spring	February	Indiana	Morgan	Martinsville Indiana	2AM	8	2148903	1.0	False	FALSE	18.9%	0-250	3.0	City	5.8	35,009
Report	Class B	2011	Summer	July	Indiana	Morgan	Martinsville	from about 11am to 4pm	10	2094529	3.0	True	FALSE	18.9%	0-250	5.0	City	9.1	34,966
Report	Class B	2001	Fall	May	Indiana	Morgan	MORGANTOWN	NIGHT FOREST COVER VERY DARK OUTSIDE FOREST LITTLE CLOUD COVER SOME MOON LIGHT	7	1382196	3.0	True	FALSE	18.9%	0-250	1.0	City	3.3	35,926
Report	Class B	1998	Fall	September	Indiana	Owen	Spencer	The time was approximately 10:30 p.m. CDT	14	2401204	4.0	True	FALSE	18.9%	0-250	1.0			
Report	Class B	2008	Fall	December	Indiana	Parke	Marshall	It was cool and clear. There was a partial moon because we could see the the thing standing but not clearly.	31	2108500	1.0	False	FALSE	18.9%	0-250	7.0	Rural	6.0	8,086
Report	Class A	2007	Fall	June	Indiana	Parke	Marshal	"Close to 11:00 to 12:00 dark with a misty rain. No street lights only our headlights. ""It"" was walking the same direction so we came upon it from behind. We used our peripheral vision to look - we were too scared to really take a gander."	6	1836880	1.0	False	FALSE	18.9%	0-250	2.0	Rural	5.0	8,012
Report	Class A	2008	Summer	December	Indiana	Perry	Leopolde	About noon, excellent light, if only I would of had a camera, what a picture that would have been.	20	1344019	2.0	False	FALSE	18.9%	0-250	7.0	Town	5.2	9,745
Report	Class B	1999	Unknown	September	Indiana	Perry			3		4.0	True	FALSE	18.9%	0-250	3.0			
Report	Class B	2003	Winter	October	Indiana	Pulaski	Francesville	We found it in the morning...and it was pretty cold and dreary. Footprint was melting and icy.	27	2197844	4.0	True	FALSE	18.9%	0-250	4.0	Rural	5.6	6,690
Report	Class A	2004	Summer	August	Indiana	Pulaski	Winamac	The first sighting was in the middle of the day, the next, 11 or 12 at night and the last early in the morning.	30		12.0	True	FALSE	18.9%	0-250	1.0	Rural	5.3	6,790
Report	Class B	2008	Winter	December	Indiana	Putnam	Greencastle, IN	10PM, dark, clear weather, cold.	31	2094407	0.0	False	FALSE	18.9%	0-250	7.0	City	6.7	17,772
Report	Class B	2009	Summer	April	Indiana	Putnam	greencastle	It was warm, around 1 am, calm. a nice summer night for fishing	26	2190492	1.0	False	FALSE	18.9%	0-250	0.0	City	11.1	17,344
Report	Class B	2008	Fall	October	Indiana	Scott	Austin	between 6:00 - 6:30 pm. dark in the woods, but you could just see the sky through the tree tops. and it was around 55degrees	8	2321260	6.0	True	FALSE	18.9%	0-250	7.0	City	6.5	11,142
Report	Class A	2005	Summer	January	Indiana	Shelby	Flat Rock	1:00 - 3:00 am Moonlit night. Small patches of fog that where approximately 5-6 feet above the ground.	3		0.0	False	FALSE	18.9%	0-250	0.0	City	5.0	23,654
Report	Class A	2015	Fall	August	Indiana	Spencer	Patronville	night, dark but lit up from atv lights reflecting off all the water.	8	2094407	5.0	True	FALSE	18.9%	0-250	1.0	Rural	4.1	10,973
Report	Class A	2003	Summer	June	Indiana	Spencer	Chrisney	The incident occurred right after sun down.  Somewhere between 8 and 9 PM since we usually went to bed by then.	24		0.0	False	FALSE	18.9%	0-250	4.0	Rural	5.2	10,780
Report	Class A	2001	Fall	February	Indiana	St. Joseph	South Bend	During the day at about 5:00-7:00	19	2108500	1.0	False	FALSE	18.9%	0-250	1.0	City	4.6	133,055
Report	Class B	2012	Winter	December	Indiana	Steuben	Fremont	Mid morning, it was overcast	17	2148903	1.0	False	FALSE	18.9%	0-250	4.0	Town	7.2	18,934
